"55","lianbangkuaidi","联邦快递","400-889-1888","l","0","http://cndxp.apac.fedex.com/dxp.html"
"56","lijisong","立即送","400-028-5666","l","0","http://www.cdljs.com"
"57","longlangkuaidi","隆浪快递","021-31171576","l","0","http://longlang88.cn.globrand.com/"
"58","minghangkuaidi","民航快递","400-817-4008","m","0","http://www.cae.com.cn"
"59","menduimen","门对门","400-700-7676","m","0","http://www.szdod.com"
"60","meiguokuaidi","美国快递","888-611-1888","m","0","http://www.us-ex.com"
"61","mingliangwuliu","明亮物流","400-035-6568","m","0","http://www.szml56.com/"
"62","ocs","OCS","400-118-8588","o","0","http://www.ocschina.com"
"63","quanchenkuaidi","全晨快递","0769-82026703","q","0","http://www.qckd.net/"
"64","quanjitong","全际通","400-0179-888","q","0","http://www.qjtky.com/"
"65","quanritongkuaidi","全日通","020-86298999","q","0","http://www.at-express.com/"
"66","quanyikuaidi","全一快递","400-663-1111","q","0","http://www.unitop-apex.com/"
"67","quanfengkuaidi","全峰快递","400-100-0001","q","1","http://www.qfkd.com.cn"
"68","sevendays","七天连锁","400-882-1202","q","0","http://shop1103.haoyun56.com/"
"69","rufengda","如风达快递","400-010-6660","r","1","http://www.rufengda.com"
"70","shentong","申通快递","400-889-5543","s","1","http://www.sto.cn"
"71","shentong","申通E物流","400-889-5543","s","1","http://www.sto.cn"
"72","shunfeng","顺丰速递","400-811-1111","s","1","http://www.sf-express.com"
"73","shunfengen","顺丰国际","400-811-1111","s","0","http://www.sf-express.com"
"74","shenghuiwuliu","盛辉物流","4008-222-222","s","0","http://www.shenghui56.com"
"75","suer","速尔物流","400-882-2168","s","0","http://www.sure56.com"
"76","shengfengwuliu","盛丰物流","0591-83621111","s","0","http://www.sfwl.com.cn"
"77","shangda","上大物流","021-54477891","s","0","http://www.sundapost.net"
"78","santaisudi","三态速递","400-881-8106","s","0","http://www.sfcservice.com/"
"79","saiaodi","赛澳递","4000-345-888","s","0","http://www.51cod.com "
"80","haihongwangsong","山东海红","400-632-9988","s","0","http://www.haihongwangsong.com"
"81","sxhongmajia","山西红马甲","0351-5225858","s","0","http://www.hmj.com.cn/"
"82","shenganwuliu","圣安物流","4006-618-169","s","0","http://www.sa56.net"
"83","suijiawuliu","穗佳物流","400-880-9771","s","0","http://www.suijiawl.com"
"84","tiandihuayu","天地华宇","400-808-6666","t","0","http://www.hoau.net"
"85","tiantian","天天快递","400-820-8198","t","1","http://www.ttkdex.com"
"86","tnt","TNT快递","800-820-9868","t","0","http://www.tnt.com.cn"
"87","tonghetianxia","通和天下","400-0056-516","t","0","http://www.cod56.com"
"88","ups","UPS快递","400-820-8388","u","0","http://www.ups.com/cn"
"89","youshuwuliu","优速物流","400-1111-119","u","0","http://www.uc56.com"
"90","usps","USPS快递","800-275-8777","u","0","https://zh.usps.com"
"91","wanjiawuliu","万家物流","021-51937018","w","0","http://www.shwj56.com/"
"92","wxwl","万象物流","400-820-8088","w","0","http://www.ewinshine.com"
"93","weitepai","微特派","400-606-0909","w","0","http://www.vtepai.com/ "
"94","xinfengwuliu","信丰物流","400-830-6333","x","0","http://www.xf-express.com.cn"
"95","xingchengjibian","星晨急便","400-668-8400","x","0","http://www.4006688400.com"
"96","xinhongyukuaidi","鑫飞鸿","021-69781999","x","0","http://www.xfhex.cn"
"97","xinbangwuliu","新邦物流","4008-000-222","x","0","http://www.xbwl.cn"
"98","neweggozzo","新蛋奥硕物流","400-820-4400","x","0","http://www.ozzo.com.cn"
"99","hkpost","香港邮政","(852) 2921 2222","x","0","http://www.hongkongpost.com/index.htm"
"100","yuantong","圆通速递","021-69777888","y","1","http://www.yto.net.cn"
